Title,Summary,Category,Link
Boeing ordered to pay more than $28 million to 737 MAX crash victim's family,"A jury in federal court in Chicago ordered Boeing on Wednesday (November 12, 2025) to pay more than $28 million to the family of a United Nations environmental workerwho was killed in the 2019 crash o...",BUSINESS,https://www.thehindu.com/news/international/boeing-ordered-to-pay-more-than-28-million-to-737-max-crash-victimsfamily/article70274124.ece
AMD shares rise as investors cheer AI-driven revenue growth targets,"Advanced Micro Devices shares surged 6% on Wednesday after the chipmaker unveiled a bold $100 billion annual data-center revenue target,with plans to claim a larger slice of the booming artificial int...",BUSINESS,https://www.thehindu.com/sci-tech/technology/amd-shares-rise-as-investors-cheer-ai-driven-revenue-growth-targets/article70273883.ece
Government revokes Quality Control Order on polyester fibre and yarn,"The Central government has revoked the Quality Control Order (QCO) on polyester fibre and yarn and PTA and MEG, which were introduced two years ago, bringing relief to the textile industry....",BUSINESS,https://www.thehindu.com/business/Industry/government-revokes-quality-control-order-on-polyester-fibre-and-yarn/article70274117.ece
Stock markets stay flat amid highly volatile session,"Equity benchmark indices Sensex and Nifty started the trade on a weaker note on Thursday (November 13, 2025) but later quoted flat in a highly volatile trade amid mixed global cues....",BUSINESS,https://www.thehindu.com/business/markets/stock-markets-stay-flat-amid-highly-volatile-session/article70274125.ece
Gokaldas Exports faces profit squeeze amid U.S. tariff bite and AGOA uncertainty,"Gokaldas Exports, Bengaluru-based apparel designer and exporter, on Wednesday (November 12, 2025) reported a 71% fall in consolidated Q2 net profit at ₹8 crore as against ₹28 crore in in the correspon...",BUSINESS,https://www.thehindu.com/business/gokaldas-exports-faces-profit-squeeze-amid-us-tariff-bite-and-agoa-uncertainty/article70272118.ece
AI to resolve 50% of service issues of enterprises in India by 2027: Salesforce,"Salesforce, a Californian AI CRM firm, on Wednesday (November 12, 2025) said that AI is expected to resolve 50% of service related issues of enterprises in India by 2027 as AI agents or digital labour...",BUSINESS,https://www.thehindu.com/business/Industry/ai-to-resolve-50-of-service-issues-of-enterprises-in-india-by-2027-salesforce/article70271953.ece
Rupee falls 7 paise to 88.69 against U.S. dollar in early trade,"The rupee traded in a narrow range and depreciated by 7 paise to 88.69 against the U.S. dollar in early trade on Thursday (November 13, 2025), as strong U.S. dollar index and a muted trend in domestic...",BUSINESS,https://www.thehindu.com/business/markets/rupee-falls-7-paise-to-8869-against-us-dollar-in-early-trade/article70274051.ece
SEBI panel proposes ‘wider’ conflict of interest regulations,"A high-level committee under markets regulator SEBI has proposed expanding the definition of family, strengthening disclosures and placing investment restrictions on board members under its new framew...",BUSINESS,https://www.thehindu.com/business/sebi-panel-proposes-wider-conflict-of-interest-regulations/article70272392.ece
"Mahindra, Manulife form 50:50 life insurance joint venture","Mahindra & Mahindra Ltd. (M&M) and Manulife have entered into an agreement to establish a 50:50 life insurance joint venture, subject to regulatory approval....",BUSINESS,https://www.thehindu.com/business/mahindra-manulife-form-5050-life-insurance-joint-venture/article70273886.ece
Black Box Q2 PAT rises 9% to ₹56 crore,"Black Box Ltd, Essar’s technology arm and a provider of digital infrastructure solutions, for the second quarter ended September 30, 2025, reported 9% Year on Year (YoY) growth in Profit after Tax (PA...",BUSINESS,https://www.thehindu.com/business/black-box-q2-pat-rises-9-to-56-crore/article70272252.ece
Ex-Twitter CEO Parag Agrawal's AI search startup Parallel raises $100 million,"AI startup Parallel Web Systems, founded by former Twitter CEO Parag Agrawal, has raised $100 million to build web search infrastructure forartificial intelligence agents and fund deals with online co...",BUSINESS,https://www.thehindu.com/sci-tech/technology/ex-twitter-ceo-parag-agrawals-ai-search-startup-parallel-raises-100-million/article70273885.ece
Venu Srinivasan halted new inductions in Sir Ratan Tata Trust,The Tata Trusts meeting on November 11 was not without drama....,BUSINESS,https://www.thehindu.com/business/Industry/venu-srinivasan-halted-new-inductions-insir-ratan-tata-trust/article70272889.ece
Union Cabinet clears new royalty rates of critical minerals,"Seeking to reduce import dependency and vulnerabilities in the supply chain of critical minerals, the Union Cabinet Wednesday (November 13, 2025), approved the rationalisation of royalty rates of grap...",BUSINESS,https://www.thehindu.com/business/Industry/union-cabinet-clears-new-royalty-rates-of-critical-minerals/article70272625.ece
"Tata Steel Q2 PAT surges 319% to ₹3,183 crore, board clears ₹1,100 crore acquisition of 50% more stake in TBSPL","Tata Steel Ltd. for the second quarter ended September 30, 2025, reported 319% growth in consolidated net profit to ₹3,183 crore from ₹759 crore in the year ago period....",BUSINESS,https://www.thehindu.com/business/Industry/tata-steel-q2-pat-surges-319-to-3183-crore-board-clears-1100-crore-acquisition-of-50-more-stake-in-tbspl/article70272139.ece
Ashok Leyland Q2 net profit rises 7% to ₹756 crore; board declares interim dividend of ₹1 per share,"Ashok Leyland Ltd. for the second quarter ended September 20, 2025, reported 7% growth in consolidated net profit [attributed to owners of the company] to ₹756 crore as compared with ₹706 crore in the...",BUSINESS,https://www.thehindu.com/business/Industry/ashok-leyland-q2-net-profit-rises-7-to-756-crore-board-declares-interim-dividend-of-1-per-share/article70272075.ece
MSMEs seek measures to address funding gap,"The MSMEs need measures to address the funding gap the sector faced, said the president of the Coimbatore District Small Industries Association M. Karthikeyan, at a pre-budget meeting organised by the...",BUSINESS,https://www.thehindu.com/business/Industry/msmes-seek-measures-to-address-funding-gap/article70272296.ece
Petroleum Minister Hardeep Puri meets Canadian Trade Minister to discuss hydrocarbons trade,"Union Petroleum Minister Hardeep Singh Puri met Canada’s Minister for International Trade Maninder Sidhu Wednesday (November 12, 2025) to discuss bilateral hydrocarbon trade between the two nations. M...",BUSINESS,https://www.thehindu.com/business/Economy/petroleum-minister-hardeep-puri-meets-canadian-trade-minister-to-discuss-hydrocarbons-trade/article70271489.ece
‘India’s design market seeing a huge growth’,"India’s design market has been growing at a rapid pace as the country evolved into a global software and manufacturing hub, said Scott Pugh, Vice President of Sales, Asia Pacific at Figma, a San Franc...",BUSINESS,https://www.thehindu.com/business/indias-design-market-seeing-a-huge-growth/article70271664.ece
"Govt approves Export Promotion Mission with outlay of ₹25,060 crore for six years","The government on Wednesday (November 12, 2025) approved an Export Promotion Mission with an outlay of ₹25,060 crore for six financial years, beginning this fiscal, a move which will help exporters de...",BUSINESS,https://www.thehindu.com/business/Economy/govt-approves-export-promotion-mission-with-outlay-of-25060-crore-for-six-years/article70272435.ece
ONGC announces end of ‘force majeure’ of Mozambique LNG project,State-owned explorer ONGC Wednesday announced the formal end of the force majeure of the Area 1 LNG project in Mozambique. It informed that the consortium of the 13.12 million metric tonnes per annum ...,BUSINESS,https://www.thehindu.com/business/Industry/ongc-announces-end-of-force-majeure-of-mozambique-lng-project/article70271791.ece
"Asian Paints Q2 profit climbs 46.8% to ₹1,018.23 crore","Asian Paints on Wednesday reported an increase of 46.8% in consolidated net profit at ₹1,018.23 crore in the September quarter of FY26....",BUSINESS,https://www.thehindu.com/business/asian-paints-q2-profit-climbs-468-to-101823-crore/article70271038.ece
Coal production slips 8.5% in October following prolonged monsoons,Coal production in October slipped 8.5% on a year-over-year (YoY) basis to 77.43 million tonnes (MT) marred by a prolonged monsoon and resulting subdued demand for power. The production scaled below t...,BUSINESS,https://www.thehindu.com/business/Economy/coal-production-slips-85-in-october-following-prolonged-monsoons/article70270865.ece
Rupee depreciates 16 paise to close at 88.66 against U.S. dollar,"The rupee depreciated 16 paise to close at 88.66 (provisional) against the U.S. dollar on Wednesday (November 12, 2025), weighed down by the strength of the American currency in the overseas market an...",BUSINESS,https://www.thehindu.com/business/markets/rupee-depreciates-16-paise-to-close-at-8866-against-us-dollar/article70270838.ece
Retail inflation hits record low of 0.25%,"Retail inflation fell to a historic low of 0.25% in October 2025, with the government attributing this fall to the first full month’s impact ofGST rate cuts, a favourable base effect, and to drop in i...",BUSINESS,https://www.thehindu.com/business/Economy/retail-cpi-inflation-india-october-2025/article70270815.ece
"Sensex jumps 595 points on strong global cues; Nifty ends above 25,850-mark","Equity benchmark indices Sensex and Nifty continued their upward momentum for the third straight day on Wednesday (November 12, 2025), supported by gains in IT and consumer durables shares amid a rall...",BUSINESS,https://www.thehindu.com/business/markets/sensex-jumps-595-points-on-strong-global-cues-nifty-ends-above-25850-mark/article70270792.ece
"BSNL’s 4G rollout project is on ‘operation transition’ mode; next phase, funding to be decided by carrier","Tata Consultancy Services (TCS) has completed the rollout of 1,00,000 4G sites for Bharat Sanchar Nigam Limited (BSNL) and the next phase of the 4G network saturation expansion activities and the requ...",BUSINESS,https://www.thehindu.com/business/Industry/bsnls-4g-rollout-project-is-on-operation-transition-mode-next-phase-funding-to-be-decided-by-carrier/article70263198.ece
